Chloraphylla ugL,DO mg,DO Sat,EC mScm,pH,Temp degC,Turbidity NTU
13.7,5.925,83.8,24.375,7.93,29.15,10.75
12,5.78,81.85,24.355,7.905,29.225,11.45
15.9,6.42,90.9,23.125,7.99,29.54,11.9
19.15,6.93,97.85,21.48,8.05,29.68,13.2
18.3,6.96,97.45,19.865,8.045,29.55,15.35
14.4,7.005,97.35,18.58,8.045,29.385,14.15
13.7,6.805,94.45,18.675,8.015,29.255,13.9
14.9,6.455,89.9,20.3,7.91,29.105,13.55
12.45,6.345,88.85,21.745,7.94,29.1,11.65
13.4,6.235,86.4,20.82,7.9,28.72,13.45
9.95,6.155,85.85,22.02,7.92,28.81,10.65
8.55,5.895,82.1,22.22,7.875,28.74,9.85
8.1,5.65,79.05,24.235,7.86,28.56,9.75
8.05,5.585,76.7,18.87,7.84,28.595,10.5
8.65,5.665,78.4,22.105,7.835,28.35,13.4
9.45,5.755,77.75,15.865,7.81,28.26,12.3
9.35,5.665,77.5,19.675,7.785,28.23,12.35
11.2,5.645,77.55,20.175,7.785,28.345,12.55
11.95,5.575,76.95,21.075,7.775,28.46,12.9
10.3,5.535,77,22.675,7.795,28.58,12.5
10.8,5.57,77.9,23.755,7.835,28.66,11.6
13.25,5.825,81.75,24.09,7.875,28.795,12.4
16.4,6.725,94.75,23.9,8.04,29.065,9.65
12.35,6.34,90.1,25.22,8,29.245,9.2
15,6.765,97.15,25.335,8.065,29.87,9.6
12.35,6.61,95,25.9,8.045,29.785,9.95
14.25,6.3,90.55,26.28,7.99,29.77,10.35
13.95,6.53,93.9,25.425,8.025,29.91,11.9
18.15,7.63,108.4,21.745,8.205,30.01,13.6
15.45,7.39,103.75,20.33,8.155,29.615,14.65
14.45,7.3,102.05,20.11,8.14,29.405,14.3
12.4,6.815,95.65,21.145,8.025,29.38,13.1
12.6,6.665,93.45,22.315,8,29.05,12.5
10.85,6.185,87.15,23.6,7.935,29.1,12.85
11.05,6.31,88.5,23.265,7.955,28.89,11.4
9.6,6,84.65,24.49,7.915,29.01,11
8,5.675,78.95,21.625,7.87,28.74,9.7
8.15,5.605,78.3,23.735,7.865,28.55,10.3
7.55,5.54,77.75,25.69,7.87,28.45,10.2
8.75,5.725,78.2,19.005,7.845,28.275,12.45
9.1,5.81,77.5,12.855,7.82,28.15,12.5
9.6,5.715,77.95,19.275,7.805,28.14,12.5
10.05,5.545,77.05,23.19,7.82,28.4,12.4
10.2,5.625,78.4,22.98,7.82,28.6,12.45
10.45,5.71,80.3,24.42,7.86,28.825,11.45
11.35,6.29,89.15,24.135,7.96,29.33,11.9
12.2,7.035,100.55,23.735,8.06,29.945,10.95
10.55,6.455,92.2,25.375,7.98,29.53,10.1
13.45,7.825,113.7,24.585,8.21,30.735,9.8
13.35,6.95,101.5,26.435,8.09,30.63,9.55
10.45,6.565,95.6,27.345,8.035,30.26,9.4
12.45,6.545,95.3,27.48,8.035,30.205,9.4
13.25,7,101.3,25.185,8.09,30.35,12.25
11.2,6.765,96.5,23.215,8.04,29.945,14.15
9.9,6.7,94.9,22.765,8.025,29.605,14.65
9.7,6.82,94.5,17.47,8.035,29.365,15.45
9.3,6.465,90.1,18.465,7.965,29.52,12.95
9.65,6.34,89.55,23.465,7.945,29.29,12.75
9.55,6.205,86,19.075,7.91,29.09,12.15
8.45,6.155,85.15,19.12,7.895,28.985,11.85
8,6.17,84.65,15.72,7.915,29.185,9.9
7.65,5.885,81.2,19.82,7.865,28.665,9.8
7.45,5.47,77.65,26.77,7.85,28.795,10
7.6,5.615,77.3,19.765,7.85,28.535,9.85
7.75,5.535,77.1,23.89,7.83,28.345,12.05
7.35,5.62,76.9,18.715,7.8,28.375,12.6
9.95,5.675,78.7,22.675,7.83,28.395,13
10.4,5.795,80.85,23.12,7.86,28.695,13.3
10.8,6.115,86.15,23.28,7.9,29.125,12.75
10.45,6.02,85.65,25.59,7.915,29.245,11.5
9.6,6.08,86.9,26.605,7.95,29.3,10.6
12.65,7.26,105,25.95,8.13,30.17,10.1
11.95,7.485,108.45,26.235,8.165,30.22,10.05
13.95,8.4,123.3,26.205,8.315,30.985,9.45
10.55,7.31,107.45,27.515,8.165,30.76,9.15
10.3,6.82,100,28.265,8.095,30.475,8.7
12.85,7.165,104.75,28.06,8.155,30.365,9.4
9.85,6.615,96.05,27.105,8.055,30.16,11.65
8.65,6.455,90.95,20.195,7.995,29.855,13.85
8.8,6.425,89.65,18.735,7.975,29.555,13.75
7.95,6.31,89.3,23.925,7.97,29.31,14.25
8.8,5.975,85,24.93,7.92,29.405,12.1
7.95,6.19,85.9,18.625,7.915,29.265,12.45
8.2,5.97,83.5,20.525,7.905,29.34,10.85
8.2,5.81,81.9,23.595,7.875,29.17,11.95
8.25,5.96,83,20.485,7.905,29.1,9.95
7.6,5.75,81.3,25.905,7.895,28.85,9.65
7.1,5.665,80.15,26.265,7.895,28.8,8.85
6.45,5.435,76.95,25.95,7.87,28.855,9.4
7.15,5.355,75.85,27.395,7.84,28.58,10.55
8.25,5.415,76.05,25.345,7.83,28.555,12.4
9.75,5.69,79.9,24.455,7.86,28.725,13.75
9.15,5.87,82.95,25.1,7.905,29.035,12.2
8.75,5.905,84.55,25.975,7.915,29.52,10.75
9.05,6.19,89.05,26.78,7.945,29.675,10.55
9.35,6.29,91.05,28.155,7.995,29.715,9.1
12,7.475,109.55,27.875,8.165,30.525,9.2
12.15,7.97,117.1,28.115,8.23,30.64,8.75
15,9.16,135.5,28.035,8.41,31.08,7.95
15.05,8.775,129.75,28.665,8.375,30.91,7.75
13.8,8.15,119.95,29.055,8.305,30.535,8
11.65,7.1,101.65,23.465,8.14,30.1,8.85
10.3,6.63,94,21.995,8.055,29.795,10
9.45,6.335,90.9,26.335,8,29.62,12.45
9.4,6.335,88.4,19.38,7.97,29.42,14.15
8.75,6.215,87.7,23.59,7.96,29.155,12.45
8.9,6.04,85,21.39,7.935,29.475,11.65
8.9,6.08,84.1,17.62,7.905,29.3,11
9.65,5.85,83.9,26.995,7.92,29.415,9.8
8.75,5.995,82.3,17.76,7.905,28.815,10.3
8.05,5.795,82.85,27.81,7.915,29.05,9.1
8.7,5.725,80.9,24.27,7.905,29.115,7.9
8.25,5.575,78.15,23.09,7.885,28.935,8
7.7,5.445,77.85,28.92,7.88,28.83,8.35
8.15,5.47,78.35,29.73,7.885,28.74,9.55
8.9,5.685,80.6,26.975,7.895,28.77,10.6
9.95,6,85.5,26.225,7.915,29.205,11.8
10.75,6.345,90.9,25.66,7.975,29.63,11.05
10.25,6.385,91.8,25.98,7.975,29.83,9.75
11.2,6.465,93.75,27.99,7.99,29.85,10.7
12.75,7.065,103.15,29.17,8.095,30.005,9
15.3,7.87,115.65,29.56,8.205,30.33,8.2
17.55,8.17,120.2,29.41,8.25,30.445,8.35
18.75,8.33,122.75,29.775,8.285,30.435,7.95
18.4,8.39,123.45,29.97,8.315,30.315,7.75
15.45,7.805,111.35,22.97,8.215,30.08,8.35
13.25,7.075,103.6,30.575,8.145,29.835,8.65
10.95,6.42,90.75,22.36,8.005,29.565,9.95
9.75,6.275,87.9,20.395,7.965,29.425,12.1
9.75,6.395,87.4,13.895,7.955,29.33,12.65
9.2,6.23,86.8,19.305,7.945,29.37,11.7
10.35,6.13,84.2,14.745,7.92,29.45,11.15
9.35,5.995,83.8,20.95,7.91,29.2,10.85
10.1,5.955,83.9,22.79,7.93,29.265,9.3
9.85,5.91,80.8,15.41,7.89,29.06,10.55
9.2,5.69,81.8,29.475,7.92,29.04,8.4
8.7,5.74,80.55,22.915,7.935,29.015,7.1
7.5,5.795,79.6,17.71,7.925,28.875,7.8
8.4,5.495,79.75,32.08,7.925,28.97,8.2
8.5,5.62,81.6,31.41,7.925,29.155,8.65
11.25,5.96,85.7,28.85,7.95,29.2,9.95
11.2,6.385,91.25,26.51,7.995,29.325,10.7
10.95,6.825,97.6,24.775,8.065,29.745,12.05
11.75,6.855,99.2,27.175,8.07,29.94,9.5
14.55,7.29,106.5,28.96,8.115,30.1,9
15.15,7.37,108.05,30.255,8.16,30.03,8.15
18.8,7.985,118.15,30.97,8.235,30.405,7.95
20.5,7.96,117.65,31.13,8.235,30.31,7.5
20.15,8.38,123.9,31.065,8.31,30.355,6.7
16,7.56,111.35,31.465,8.23,30.01,7.3
14,7,102.95,31.97,8.165,29.8,8.4
12.4,6.9,97.65,22.895,8.11,29.56,8.9
11,6.59,90.8,15.96,8.025,29.41,10.2
10.3,6.385,87.8,15.66,7.965,29.335,12.3
9.45,6.325,86.85,15.185,7.945,29.36,11.4
9.95,6.345,87.1,15.74,7.96,29.23,10
9.95,6.23,85.4,14.825,7.94,29.32,10.8
10.3,6.075,84.8,20.255,7.925,29.285,10.35
10.05,5.97,84.85,25.64,7.96,29.19,9.05
8.55,6.02,83.75,20.105,7.985,29.125,6.95
7.8,5.98,82.95,19.105,7.98,29.13,6.7
7.55,5.66,82.85,33.76,7.98,29.07,6.9
7.95,5.78,82.55,27.52,7.98,29.03,7.8
7.75,5.725,83.75,33.24,7.98,29.2,8.85
8.7,5.885,86.25,32.675,7.995,29.45,8
9.7,6.155,90.1,31.59,8.01,29.63,7.75
11.7,6.415,93.45,29.18,8.025,29.86,10.25
11.65,6.775,99.15,27.66,8.075,30.455,13.05
11.7,6.975,102.35,28.855,8.09,30.385,9.2
13.85,7.36,108.95,30.52,8.15,30.555,8.3
11.95,7.075,105,32.145,8.135,30.32,8.35
9.65,6.55,97.65,34.115,8.09,30.15,6.35
9.35,6.565,97.6,33.57,8.09,30.085,6.7
9.2,6.785,98.1,26.315,8.105,30.035,5.9
8.95,6.63,95.8,27.2,8.1,29.84,7.05
8.05,6.505,93.8,27.305,8.075,29.715,7.75
8,6.505,91.2,19.75,8.045,29.62,8.7
7.55,6.44,89.25,16.705,8.01,29.56,9.5
7.2,6.165,87.2,22.44,7.965,29.565,9.2
7.4,6.02,84.85,21.46,7.92,29.58,11
6.8,5.95,83.95,22.195,7.905,29.495,10.35
7.95,5.85,84.8,29.165,7.935,29.575,9.25
7.1,6.025,84,19.355,7.93,29.345,9.2
6.65,5.91,83.75,24.57,7.955,29.24,7.75
6.5,5.935,82,17.665,7.96,29.25,8.4
5.75,5.725,81.65,26.45,7.97,29.265,7.4
6.3,5.53,81.65,35.31,7.98,29.29,7.8
6.2,5.605,82.7,34.87,7.985,29.345,8.8
6.3,5.665,83.7,34.24,7.965,29.565,9
7.1,5.805,85.7,33.14,7.97,29.825,9.15
7.578358209,6.00875,88.825,32.005,7.97,30.095,9.267050692
7.682835821,6.23375,92.325,30.655,7.985,30.51,9.356451613
7.787313433,6.54,97.05,29.825,8.02,30.88,9.445852535
7.891791045,6.685,99.4,30.1,8.065,30.92,9.535253457
7.996268657,6.76,100.85,30.965,8.07,30.915,9.624654378
8.100746269,6.975,104.35,32.515,8.12,30.765,9.7140553
8.205223881,6.19,92.55,34.425,8.04,30.26,9.803456222
8.309701493,6.11,90.7,33.25,8.03,30.125,9.892857143
8.414179104,6.23,90.2,26.51,8.04,30.07,9.982258062
8.518656716,5.92,88.1,34.8,8.025,29.89,10.07165899
8.623134328,6.13,88.1,25.4,8.025,29.86,10.16105991
8.72761194,6.18,86.65,19.075,8.005,29.775,10.25046083
8.832089552,5.98,85.3,24.16,7.975,29.72,10.33986175
8.936567164,5.905,84,23.29,7.94,29.72,10.42926267
9.041044776,5.89,82.7,19.96,7.9,29.675,10.51866359
9.145522388,5.945,82.05,15.43,7.885,29.56,10.60806452
9.25,5.81,81.75,20.54,7.91,29.675,10.69746544
9.354477612,5.9,81.55,16.485,7.91,29.465,10.78686636
9.458955224,5.625,80.5,26.45,7.935,29.435,10.87626728
9.563432836,5.69,79.5,20.13,7.95,29.355,10.9656682
9.667910448,5.32,79.05,36.51,7.95,29.4,11.05506912
9.77238806,5.37,80,36.83,7.96,29.505,11.14447005
9.876865672,5.44,80.9,35.72,7.965,29.645,11.23387097
9.981343286,5.53,82.25,34.81,7.965,29.89,11.32327189
10.0858209,5.62,83.55,33.635,7.955,30.065,11.41267281
10.19029851,5.73,85.2,32.865,7.955,30.265,11.50207373
10.29477612,6.075,90.6,31.82,7.975,30.725,11.59147465
10.39925373,6.395,95.65,30.925,8.005,31.1,11.68087558
10.50373135,6.635,96.65,23.7,8.03,31.015,11.7702765
10.60820896,6.5,97.35,32.02,8.02,30.91,11.85967742
10.71268657,6.595,96.35,26.595,8.045,30.62,11.94907834
10.81716418,6.015,87.55,27.15,7.995,30.28,12.03847926
10.92164179,5.59,83.9,35.93,7.98,30.125,12.12788018
11.15,5.63,84.05,35.365,7.965,29.975,12.21728111
7.35,5.645,84.1,34.945,7.935,29.945,12.30668203
8.25,5.995,86,25.69,7.95,29.72,12.39608295
10.6,6.125,86.05,21.27,7.9,29.42,12.48548387
8.3,5.98,84.35,23.25,7.87,29.255,12.57488479
7.25,5.935,83.5,22.31,7.85,29.255,12.66428571
7.4,5.975,82.05,15.91,7.815,29.22,12.75368664
7.05,5.89,81.6,18.78,7.83,29.145,12.84308756
7.8,5.955,81.1,15.075,7.825,28.905,12.93248848
7.55,5.95,80.75,14.705,7.825,28.765,13.0218894
6.5,5.585,78.8,24.99,7.84,28.88,13.11129032
6.6,5.28,77.05,32.76,7.855,29.155,13.20069124
6.2,5.305,78.15,34.605,7.875,29.325,13.29009217
6.55,5.34,79.15,35.15,7.895,29.535,13.37949309
6.65,5.365,79.2,33.45,7.87,29.69,13.46889401
7.1,5.46,80.45,32.225,7.87,29.88,13.55829493
7.55,5.615,82.65,31.095,7.875,30.07,13.64769585
9.9,5.945,85.9,25.4,7.885,30.22,13.73709677
11.15,6.16,90.45,28.925,7.905,30.44,13.8264977
13.9,6.445,94.4,27.375,7.93,30.6,13.91589862
12.1,6.35,92.75,27.32,7.92,30.43,14.00529954
11.35,6.37,88.9,15.365,7.875,30.28,14.09470046
9.5,5.84,85.45,29.585,7.875,30.07,14.18410138
7.45,5.69,81.4,24.41,7.865,29.845,14.2735023
6.5,5.615,80.45,25.1,7.855,29.8,14.36290323
6.6,5.65,80.65,24.83,7.86,29.605,14.45230415
7.3,5.795,80.7,18.185,7.855,29.595,14.54170507
8.15,5.855,81.3,18.435,7.815,29.345,14.63110599
8.7,5.84,79.2,12.43,7.74,29.21,14.72050691
9.9,5.635,76.35,12.209,7.665,29.15,14.80990783
11,5.72,75.9,6.199,7.64,29.1,14.89930876
11.35,5.82,76.85,4.846,7.645,29.08,14.98870968
12.55,5.84,77,4.763,7.63,29.005,15.0781106
12.3,5.86,77.15,4.2875,7.625,28.97,15.16751152
11.75,5.72,75.95,7.095,7.62,28.995,15.25691244
12.3,5.745,77,9.584,7.64,29.04,15.34631336
11.4,5.63,76.7,13.2,7.64,29.235,15.43571429
9.85,5.575,77.2,16.48,7.68,29.605,15.52511521
11.3,5.755,79.05,13.17,7.695,29.81,15.61451613
11.55,5.835,78.75,8.1505,7.67,29.725,15.70391705
11.55,5.945,79.55,5.3825,7.68,29.745,15.79331797
12.8,5.61,74.1,3.1285,7.585,29.42,15.88271889
13.85,5.675,74.95,1.808,7.575,29.575,15.97211982
14.35,5.855,77.35,1.304,7.58,29.71,16.06152074
14.75,5.86,77.2,1.1245,7.565,29.58,16.15092166
13.9,5.82,76.45,0.953,7.54,29.48,16.24032258
13.85,5.76,75.7,1.305,7.52,29.435,16.3297235
13.9,5.76,75.75,1.551,7.52,29.445,16.41912442
13.6,5.675,74.65,1.808,7.525,29.41,16.50852535
12.95,5.69,74.85,2.0655,7.525,29.34,16.59792627
12.65,5.585,73.7,3.515,7.51,29.25,16.68732719
13.2,5.545,72.55,2.059,7.525,29.035,16.77672811
13.95,5.37,69.25,0.714,7.475,28.38,16.86612903
13.15,5.585,72,0.6675,7.525,28.355,16.95552995
12.7,5.665,73.15,0.4915,7.575,28.515,17.04493088
12.05,5.685,73.45,0.492,7.6,28.56,17.1343318
12.6,5.695,73.5,0.391,7.61,28.55,17.22373272
11.55,5.64,72.75,0.491,7.595,28.445,17.31313364
12.15,5.58,71.95,0.6445,7.575,28.465,17.40253456
12.3,5.45,70.35,1.173,7.53,28.385,17.49193548
12.5,5.23,67.85,3.162,7.48,28.335,17.58133641
12.25,5.18,67.65,4.2525,7.485,28.535,17.67073733
11.75,5.115,67.15,4.8225,7.5,28.785,17.76013825
12.4,5.275,69.45,4.012,7.525,29.065,17.84953917
12.75,5.31,69.7,3.0335,7.53,29.055,17.93894009
11.85,5.535,72.7,2.028,7.565,29.32,18.02834101
11.9,5.74,75.65,1.2825,7.61,29.585,18.11774194
12.6,6.02,79.65,0.892,7.635,29.85,18.20714286
12.45,6.055,80.25,0.765,7.635,30.01,18.29654378
12.8,5.995,79.5,0.701,7.625,30.06,18.3859447
13.5,6.09,80.55,0.754,7.625,29.87,18.47534562
12.7,6.085,80.2,0.952,7.605,29.625,18.56474654
12.95,6.02,79.3,1.1965,7.59,29.545,18.65414747
12.55,5.775,76.05,2.0715,7.575,29.435,18.74354839
12.7,5.73,75.4,2.254,7.585,29.37,18.83294931
12.05,5.645,74.15,2.245,7.585,29.285,18.92235023
12.15,5.765,75.85,2.0235,7.625,29.36,19.01175115
12.75,5.795,76.05,1.1505,7.66,29.37,19.10115207
12.6,5.92,77.25,0.861,7.67,29.055,19.190553
12,5.92,76.7,0.5265,7.67,28.77,19.27995392
12.05,5.8,75.1,0.506,7.645,28.69,19.36935484
12.2,5.725,74.1,0.6485,7.625,28.645,19.45875576
12.1,5.7,73.8,0.5905,7.62,28.64,19.54815668
12.85,5.73,74.35,0.782,7.625,28.755,19.6375576
11.9,5.61,73.25,1.785,7.595,28.98,19.72695853
11.25,5.38,70.85,3.537,7.59,29.15,19.81635945
10.85,5.36,70.95,4.1535,7.6,29.33,19.90576037
11.4,5.37,71.2,4.3205,7.605,29.415,19.99516129
12.6,5.555,73.95,3.9715,7.64,29.75,20.08456221
12.55,5.625,74.65,2.914,7.645,29.68,20.17396313
12.35,5.745,75.9,1.788,7.655,29.63,20.26336406
13.1,5.85,77.15,1.3235,7.66,29.645,20.35276498
13.5,6.05,79.85,0.9345,7.675,29.715,20.4421659
12.9,6.125,80.7,0.8225,7.67,29.65,20.53156682
12.85,6.04,79.4,0.7665,7.635,29.505,20.62096774
13.45,6.055,79.4,0.6685,7.625,29.455,20.71036866
12.95,6.01,78.95,0.9905,7.625,29.435,20.79976959
13.35,5.91,77.6,1.0775,7.615,29.41,20.88917051
12.75,5.81,76.35,1.7995,7.615,29.34,20.97857143
12.4,5.715,75.2,2.388,7.605,29.3,21.06797235
12.65,5.67,74.5,2.4425,7.615,29.205,21.15737327
12.6,5.73,75,2.046,7.64,29.09,21.24677419
12.45,5.695,74.05,1.238,7.635,28.835,21.33617512
12.1,5.82,75.2,0.426,7.605,28.555,21.42557604
11.2,5.865,75.8,0.4745,7.595,28.58,21.51497696
10.85,5.745,74.2,0.425,7.59,28.565,21.60437788
10.7,5.685,73.4,0.5215,7.575,28.545,21.6937788
11.4,5.68,73.45,0.5775,7.58,28.585,21.78317972
11.45,5.715,73.95,0.739,7.585,28.63,21.87258065
11.7,5.64,73.35,1.6445,7.585,28.75,21.96198157
12.65,5.5,71.95,2.8605,7.605,28.905,22.05138249
11.35,5.375,70.45,3.4515,7.605,28.885,22.14078341
11.55,5.46,71.5,3.483,7.62,28.875,22.23018433
11.8,5.605,73.15,2.757,7.625,28.79,22.31958525
11.35,5.65,73.5,1.7665,7.62,28.74,22.40898618
11.75,5.78,75.05,0.922,7.615,28.805,22.4983871
11.7,5.93,77.1,0.638,7.6,28.915,22.58778802
12.5,5.84,75.95,0.541,7.58,28.965,22.67718894
12.35,5.78,75.15,0.5295,7.565,28.925,22.76658986
12.4,5.73,74.4,0.5325,7.55,28.87,22.85599078
12.25,5.725,74.25,0.652,7.525,28.805,22.94539171
12.5,5.735,74.4,0.7825,7.535,28.755,23.03479263
12.35,5.69,73.8,1.259,7.535,28.685,23.12419355
11.35,5.555,72.15,1.927,7.54,28.645,23.21359447
11.4,5.525,71.75,2.344,7.555,28.59,23.30299539
10.9,5.47,71.15,2.7555,7.555,28.595,23.39239631
11,5.52,71.55,1.4915,7.55,28.6,23.48179724
10.9,5.46,70.8,1.787,7.56,28.54,23.57119816
12.1,5.495,70.85,0.7875,7.575,28.41,23.66059908
11.95,5.485,70.55,0.7455,7.54,28.235,23.75
12.35,5.47,70.25,0.758,7.535,28.15,23.83940092
12,5.43,69.7,0.772,7.54,28.185,23.92880184
11.35,5.385,69.4,0.931,7.53,28.39,24.01820277
11.8,5.43,70.45,1.127,7.56,28.66,24.10760369
11.5,5.38,70.3,2.411,7.57,28.915,24.19700461
10.35,5.3,69.55,3.6375,7.58,28.91,24.28640553
10.6,5.12,67.25,4.545,7.575,28.855,24.37580645
10.75,5.435,72.05,4.235,7.61,29.405,24.46520737
10.1,5.465,72.65,4.2525,7.6,29.54,24.5546083
11.65,5.475,72.3,2.9475,7.595,29.43,24.64400922
11.6,5.54,72.85,2.1565,7.585,29.33,24.73341014
11.45,5.71,74.8,1.595,7.585,29.195,24.82281106
12.25,5.935,77.7,1.1955,7.605,29.22,24.91221198
12.7,6.135,80.25,0.8275,7.61,29.23,25.0016129
12.75,6.175,80.7,0.946,7.61,29.13,25.09101383
12.65,6.025,78.55,0.904,7.555,28.995,25.18041475
11.8,5.74,74.8,1.627,7.545,28.875,25.26981567
10.95,5.54,72.35,2.854,7.545,28.725,25.35921659
11.9,5.47,71.15,3.197,7.58,28.525,25.44861751
10.85,5.42,70.65,3.5735,7.565,28.595,25.53801843
10.6,5.535,71.95,3.5925,7.59,28.395,25.62741936
10.15,5.54,71.85,3.502,7.6,28.34,25.71682028
11.25,5.675,73.35,2.4735,7.62,28.315,25.8062212
12.05,5.725,73.9,2.072,7.615,28.265,25.89562212
12.05,5.73,73.85,1.9375,7.615,28.19,25.98502304
12.15,5.715,73.65,1.8175,7.6,28.205,26.07442396
12.65,5.765,74.35,1.6295,7.61,28.285,26.16382489
11.85,5.76,74.7,1.959,7.58,28.51,26.25322581
12.4,5.69,74.25,2.6985,7.59,28.765,26.34262673
11.45,5.625,74.15,3.9115,7.605,29.145,26.43202765
10.85,5.655,75.1,4.5155,7.625,29.495,26.52142857
11.05,5.845,78.15,5.4465,7.67,29.695,26.61082949
10.9,5.7,76.6,6.4135,7.685,29.82,26.70023042
10.2,5.54,74.4,6.8275,7.665,29.72,26.78963134
10.85,5.67,75.9,5.7635,7.67,29.695,26.87903226
11.3,5.855,77.75,4.137,7.685,29.525,26.96843318
11.6,5.985,78.65,2.65,7.675,29.205,27.0578341
12.55,6.115,80.05,1.677,7.645,29.13,27.14723502
12.45,6.25,81.7,1.5135,7.66,29.105,27.23663595
11.75,6.305,82.35,1.6685,7.655,28.985,27.32603687
11.45,6.07,78.95,1.288,7.58,28.79,27.41543779
10.95,5.895,76.85,2.282,7.58,28.77,27.50483871
11.1,5.705,74.45,3.092,7.58,28.71,27.59423963
10.95,5.715,74.55,3.428,7.595,28.585,27.68364055
9.55,5.57,73.1,5.1795,7.585,28.615,27.77304148
10.4,5.535,72.7,6.4895,7.61,28.505,27.8624424
10.45,5.62,73.05,3.2385,7.62,28.415,27.95184332
11.15,5.83,75.9,4.14,7.655,28.39,28.04124424
10.7,5.855,76,3.415,7.65,28.37,28.13064516
11.85,5.885,76.3,3.032,7.66,28.38,28.22004608
11.4,5.93,76.95,2.656,7.655,28.46,28.30944701
13.1,6.195,80.75,2.2435,7.7,28.77,28.39884793
12.85,6.215,81.6,2.921,7.69,29.085,28.48824885
11.95,6.21,82.05,3.425,7.715,29.335,28.57764977
11.7,6.065,80.85,4.3025,7.7,29.69,28.66705069
10.95,6.155,82.25,4.474,7.725,29.83,28.75645161
10.95,6.13,82.4,5.783,7.74,29.925,28.84585253
11.05,6.33,85.9,5.999,7.79,30.45,28.93525346
10.25,6.01,81.35,7.2715,7.755,30.085,29.02465438
10.2,6.035,81.35,6.6855,7.76,29.92,29.1140553
11.6,6.27,83.25,4.0295,7.785,29.56,29.20345622
11.5,6.24,82.45,3.8555,7.75,29.3,29.29285714
11.65,6.375,83.75,2.0465,7.76,29.235,29.38225806
12.05,6.56,86.15,2.135,7.785,29.245,29.47165899
11.9,6.58,86.05,1.958,7.79,29.07,29.56105991
11.05,6.36,82.95,2.189,7.73,28.84,29.65046083
10.5,6.115,79.85,3.5765,7.695,28.725,29.73986175
11.15,5.975,78.15,4.18,7.68,28.65,29.82926267
11.2,5.97,77.95,4.265,7.705,28.505,29.91866359
9.85,5.765,75.4,4.591,7.655,28.605,30.00806452
10.15,5.74,74.95,4.8715,7.68,28.415,30.09746544
10.5,5.83,76.2,5.678,7.72,28.375,30.18686636
10.05,6.015,77.95,2.8255,7.725,28.36,30.27626728
10.8,6.01,78.45,4.333,7.725,28.505,30.3656682
10.65,6.135,80.45,4.0105,7.745,28.835,30.45506912
11.65,6.22,81.5,3.381,7.755,28.9,30.54447005
11.5,6.32,82.85,3.1125,7.75,28.98,30.63387097
11.2,6.22,81.8,3.8665,7.725,29.015,30.72327189
11.7,6.31,83.75,4.7995,7.75,29.365,30.81267281
11.5,6.41,85.9,5.1265,7.795,29.875,30.90207373
11.6,6.64,89.7,5.132,7.83,30.34,30.99147465
11.3,6.675,90.3,5.491,7.845,30.385,31.08087558
10.65,6.445,87.65,6.9665,7.815,30.405,31.1702765
10.2,6.27,85.1,7.9175,7.795,30.12,31.25967742
10.2,6.375,85.6,5.431,7.8,29.955,31.34907834
10.8,6.36,84.6,4.895,7.785,29.475,31.43847926
11.25,6.33,83.75,4.529,7.77,29.245,31.52788018
10.65,6.405,84.05,2.6005,7.755,29.105,31.61728111
10.9,6.47,84.95,3.0845,7.77,29.07,31.70668203
10.7,6.445,84.3,2.409,7.76,28.93,31.79608295
10.65,6.305,82.15,2.8585,7.725,28.685,31.88548387
10.25,6.12,80.05,3.9725,7.72,28.71,31.97488479
9.9,5.97,78.15,3.799,7.7,28.72,32.06428571
10.45,5.98,78.15,5.098,7.695,28.46,32.15368664
10,5.955,77.6,4.1585,7.715,28.43,32.24308756
8.85,5.71,75.3,7.2485,7.685,28.555,32.33248848
9,5.58,73.5,6.486,7.685,28.575,32.4218894
9.5,5.785,75.9,5.827,7.725,28.525,32.51129032
9.65,5.9,77.85,6.068,7.755,28.825,32.60069124
10.3,6.08,80.55,5.0835,7.775,29.23,32.69009217
10.95,6.33,84.4,4.0785,7.81,29.78,32.77949309
10.65,6.58,88.3,3.3345,7.855,30.27,32.86889401
10.75,6.36,85.6,4.824,7.805,30.185,32.95829493
10.7,6.45,87.35,5.557,7.795,30.445,33.04769585
10.1,6.3,85.95,6.9695,7.825,30.615,33.13709677
9.85,6.3,86.1,7.3415,7.825,30.63,33.2264977
10.15,6.295,86,7.889,7.83,30.46,33.31589862
10.05,6.28,85.75,8.4495,7.845,30.34,33.40529954
8.95,5.985,81.7,9.9,7.83,30.07,33.49470046
9,5.895,80.05,9.8355,7.81,29.755,33.58410138
10.05,6.13,81.75,5.351,7.83,29.52,33.6735023
10.35,6.185,82,4.522,7.82,29.36,33.76290323
10.15,6.165,81.75,5.125,7.805,29.255,33.85230415
10.05,6.205,81.85,4.25,7.795,29.13,33.94170507
10.2,6.245,81.85,3.3755,7.81,28.925,34.03110599
9.95,6.045,79.75,5.26,7.75,28.915,34.12050691
9.9,5.82,77.25,6.9105,7.745,28.98,34.20990783
8.95,5.665,75.2,6.653,7.73,29.065,34.29930876
8.7,5.405,72.4,9.182,7.73,29.095,34.38870968
8.8,5.31,71.35,10.34,7.73,29.07,34.4781106
7.55,5.17,69.85,13.04,7.73,28.82,34.56751152
7.4,5.095,68.8,13.005,7.745,28.775,34.65691244
7.5,5.22,70.45,12.595,7.75,28.915,34.74631336
